bin.function,cov-day3-b1,cov-day3-b2,cov-day3-b5,cov-day6-b7,cov-day6-b8,cov-day6-b9,cov-day9-b11,cov-day9-b12,cov-day9-b14,cov-day12-b16,cov-day12-b17,cov-day12-b19,cov-day19-b28,cov-day19-b32,cov-day19-b33,unnorm-day3-b1,unnorm-day3-b2,unnorm-day3-b5,unnorm-day6-b7,unnorm-day6-b8,unnorm-day6-b9,unnorm-day9-b11,unnorm-day9-b12,unnorm-day9-b14,unnorm-day12-b16,unnorm-day12-b17,unnorm-day12-b19,unnorm-day19-b28,unnorm-day19-b32,unnorm-day19-b33,unnorm-LG1,unnorm-LG2,unnorm-LG3,functional-category,protein.annotation,Accession,Taxa
43-Prok_bin23--,0.710333718,0.520702938,0.907139117,1.158989542,0.575040756,0.803761894,0.93261043,0.322430843,0.557982648,0.326252706,0.424716107,0.575045345,0.53870498,0.378902389,0.287199081,2.5437,2.0824,0,0.8558,1.9732,0,0.7643,1.7143,0,1.3856,0.96,0,1.0423,0.475,0,0.6611,0.526,0,-,kegg:Putative_stomatin/prohibitin-family_membrane_protease_uniprot:A0A0K1Q8E7_9DELT_Putative_stomatin/prohibitin-family_membrane_protease_(TrEMBL)_pfam:Band_7,Prok_bin23_NODE_295_length_134195_cov_4.011576_40,Prok_bin23
44-Prok_bin23--,0.710333718,0.520702938,0.907139117,1.158989542,0.575040756,0.803761894,0.93261043,0.322430843,0.557982648,0.326252706,0.424716107,0.575045345,0.53870498,0.378902389,0.287199081,1.108,1.4023,0,1.5683,1.0801,0,1.0556,0.8316,0,1.9628,1.1404,0,0.9193,0.9482,0,1.8203,0.9895,0,-,kegg:-_uniprot:A0A1V5XN68_9DELT_Ribonuclease_G_(TrEMBL)_pfam:GRP,Prok_bin23_NODE_410_length_110209_cov_4.664614_52,Prok_bin23
45-Prok_bin25--,0.447718319,0.592421449,0.474738963,0.241721899,0.499040551,0.489927619,0.816524656,0.314393465,0.817414604,0.545538652,0.417936364,0.464393579,0.11209784,0.084761008,0.068222071,0.3806,0.3005,0,0.6744,0.4515,0,0.8859,0.6731,0,0.4146,1.3155,0,1.4876,2.8463,0,0.3324,0.2151,0,-,kegg:-_uniprot:-_pfam:TPM_phosphatase,Prok_bin25_NODE_7684_length_14962_cov_3.230131_6,Prok_bin25
46-Prok_bin3--,0.262622864,0.244607685,0.479812186,0.392156866,0.340968838,0.399544835,0.270116907,0.388359381,0.35211603,0.988011676,1.087334039,2.464736916,0.479718362,0.766864763,0.425778752,0.8911,4.1455,0,1.295,1.0481,0,0.6829,0.9098,0,2.1502,0.9687,0,0.8729,0.8747,0,1.1162,0.9523,0,-,kegg:glutamine_amidotransferase_class-II_uniprot:A0A1Y0NAX0_9BURK_Putative_glutamine_amidotransferase_YafJ_(TrEMBL)_pfam:GATase_4,Prok_bin3_NODE_3598_length_11532_cov_5.08242_3,Prok_bin3
47-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,2.1274,3.0343,0.861639857,2.2684,1.1212,1.555299044,1.404,1.0095,0.888820112,2.652,0.9404,0.645352304,1.533,0.8487,1.091329813,2.1374,1.2986,1.666413307,-,kegg:translation_elongation_factor_1A_(EF-1A/EF-Tu)_uniprot:A0A251WBG1_9CYAN_Elongation_factor_Tu_(TrEMBL)_pfam:CbiA,Prok_bin31_NODE_19057_length_8130_cov_32.800325_7,Prok_bin31
48-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,1.2787,1.2465,0,1.4185,1.0156,0,1.1101,0.7662,0,2.3873,0.3953,0,1.4373,0.8076,0,2.1273,0.7579,0,-,kegg:protein_of_unknown_function_DUF839_uniprot:A0A251WDN4_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF839,Prok_bin31_NODE_2102_length_37515_cov_21.780759_21,Prok_bin31
49-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,0.655,5.1061,0.818709016,1.0957,1.041,1.78237164,0.5266,0.4715,0.623439193,3.0927,0.7706,0.390983522,0.9611,0.4603,0.903772593,1.0406,0.641,1.019760609,-,kegg:-_uniprot:A0A251WBZ5_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:-,Prok_bin31_NODE_2828_length_30756_cov_23.847759_18,Prok_bin31
50-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,1.0012,1.6788,0,1.0467,1.2365,0,0.7769,0.8831,0,1.302,1.0056,0,0.6365,0.8487,0,1.217,1.1553,0,-,kegg:GTP_cyclohydrolase_I_uniprot:A0A251WE39_9CYAN_GTP_cyclohydrolase_1_(TrEMBL)_pfam:GTP_cyclohydroI,Prok_bin31_NODE_49797_length_4269_cov_29.175761_5,Prok_bin31
51-Prok_bin31-photosystem,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,0.7484,3.4414,0.497442126,0.9924,1.064,0.914098799,0.8187,0.5947,0.403653383,1.9521,0.8353,1.087762237,0.7783,0.7593,0.460732549,1.1489,0.8513,0.384059995,photosystem,kegg:allophycocyanin_beta_subunit_uniprot:A0A2A2TIY1_9CYAN_Allophycocyanin_subunit_beta_(TrEMBL)_pfam:Phycobilisome,Prok_bin31_NODE_60430_length_3741_cov_33.285833_5,Prok_bin31
52-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,0.6813,5.2626,0.635900378,1.0597,0.9673,1.295126438,0.5458,0.3137,0.591595948,1.9267,0.5344,0.338432908,0.7221,0.4213,0.598677218,0.6125,0.4947,0.870016456,-,kegg:allophycocyanin_subunit_alpha_uniprot:A0A251WJA0_9CYAN_Allophycocyanin_(TrEMBL)_pfam:DUF4165,Prok_bin31_NODE_60430_length_3741_cov_33.285833_6,Prok_bin31
53-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,0.8683,4.8278,0.662833691,1.2028,1.2002,1.172217965,0.7498,0.44,0.675219178,1.9297,0.764,0.356732339,0.7452,0.6748,0.583109677,0.8488,0.6467,0.834801376,-,kegg:ribulose_1_5-bisphosphate_carboxylase_large_subunit_uniprot:A0A251WFB0_9CYAN_Ribulose_bisphosphate_carboxylase_large_chain_(TrEMBL)_pfam:RuBisCO_large,Prok_bin31_NODE_80912_length_3063_cov_37.830041_2,Prok_bin31
54-Prok_bin31--,1.010604529,32.62717023,0.225138335,0.864973177,2.254231948,1.438685829,0.413246925,0.239512885,0.424222444,3.208976909,0.340812167,0.04266756,0.09184241,0.029927464,0.023432117,0.7516,4.4689,0,1.0339,1.1055,0,0.5936,0.4728,0,2.1588,0.726,0,0.6031,0.6545,0,0.6381,0.639,0,-,kegg:cbbS_Ribulose_bisphosphate_carboxylase_small_chain_uniprot:A0A251WE57_9CYAN_Ribulose_bisphosphate_carboxylase_small_subunit_(TrEMBL)_pfam:RuBisCO_small,Prok_bin31_NODE_80912_length_3063_cov_37.830041_4,Prok_bin31
55-Prok_bin35--,2.256024678,15.67970679,7.307314605,4.562676919,4.495278704,2.716025616,0.195984063,0.072717434,0.856469863,0.31598517,0.074782649,0.049095379,0.030135474,0.035549708,0.024403066,0.4249,2.8099,0,1.3485,2.0657,0,0.8038,0.3671,0,2.5942,0.6584,0,0.497,0.4222,0,0.2741,0.3201,0,-,kegg:-_uniprot:A0A2E0VXM3_9BACT_Uncharacterized_protein_(TrEMBL)_pfam:Amidohydro_1,Prok_bin35_NODE_26670_length_6514_cov_19.337561_3,Prok_bin35
56-Prok_bin37--,8.429357092,2.396489672,11.51186217,4.056673056,8.885525144,9.643686927,20.10714765,5.660324314,5.893217794,5.162294329,18.86943165,1.305034803,4.660322455,0.089015165,0.049331652,0.6207,1.7638,2.154562712,0.7883,1.2738,1.006769776,0.6666,0.2678,0.56097281,2.1736,0.7601,0.143717274,1.1047,0.8595,0.642648399,0.3761,0.2399,0.250873417,-,kegg:hypothetical_protein_uniprot:I2GEC8_9BACT_Uncharacterized_protein_(TrEMBL)_pfam:Peptidase_M1,Prok_bin37_NODE_2780_length_10655_cov_14.7271_8,Prok_bin37
57-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.6213,0.8417,0.64151752,0.8475,0.5572,0.700291336,1.2957,1.1364,0.519984365,1.5319,0.6836,1.334408641,0.8337,0.9395,0.706892669,0.9248,0.4919,1.052008271,-,kegg:translation_elongation_factor_1A_(EF-1A/EF-Tu)_uniprot:F5UEH0_9CYAN_Elongation_factor_Tu_(TrEMBL)_pfam:cobW,Prok_bin38_NODE_1_length_578411_cov_89.4683_106,Prok_bin38
58-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.6018,0.9992,0,1.0999,0.6853,0,0.9797,1.0926,0,1.6323,0.6455,0,1.093,1.2313,0,1.2236,0.7038,0,-,kegg:Orange_carotenoid-binding_protein_uniprot:A0A2G4F4I1_9CYAN_Red_carotenoid-binding_protein_(TrEMBL)_pfam:Carot_N,Prok_bin38_NODE_1_length_578411_cov_89.4683_247,Prok_bin38
59-Prok_bin38-photosystem,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.3291,0.3548,0.192612663,0.5404,0.2479,0.405885041,1.2267,0.9634,0.142946124,1.4066,0.3955,1.930607557,0.6038,1.3401,0.42297852,0.2854,0.0857,0.113946415,photosystem,kegg:allophycocyanin_beta_subunit_apoprotein_uniprot:F5UM19_9CYAN_Allophycocyanin_beta_subunit_(TrEMBL)_pfam:Phycobilisome,Prok_bin38_NODE_1_length_578411_cov_89.4683_272,Prok_bin38
60-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.6042,1.1896,0.876207948,0.7925,0.8058,0.865662575,1.1167,1.1122,0.500059187,1.5574,0.7384,1.611918449,0.7717,1.123,0.603681922,1.0255,0.4928,0.863336086,-,kegg:Cna_B_domain_protein_uniprot:K9VJC6_9CYAN_Cna_B_domain_protein_(TrEMBL)_pfam:CarbopepD_reg_2,Prok_bin38_NODE_1_length_578411_cov_89.4683_290,Prok_bin38
61-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,2.5409,1.0149,0.893034458,2.0196,0.8583,1.004858851,1.1158,0.7613,0.578792453,1.7779,0.8401,0.894551158,1.0475,1.0314,0.876860738,2.3197,0.9651,1.44231236,-,kegg:Aldehyde_Dehydrogenase_uniprot:K9VI69_9CYAN_Aldehyde_Dehydrogenase_(TrEMBL)_pfam:Aldedh,Prok_bin38_NODE_1_length_578411_cov_89.4683_311,Prok_bin38
62-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.5768,0.6384,0.55397892,0.8818,0.7183,0.790331602,1.012,1.0983,0.431007415,1.3493,0.8676,1.636279464,0.8716,0.8011,0.613271952,0.852,0.5976,0.756890953,-,kegg:transketolase_uniprot:F5UEA8_9CYAN_Transketolase_(TrEMBL)_pfam:DUF3429,Prok_bin38_NODE_1_length_578411_cov_89.4683_35,Prok_bin38
63-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,1.007,1.6763,1.628042221,1.0644,1.7647,1.248735189,0.623,0.4811,0.935047448,2.7727,0.5122,0.78383404,1.508,0.3517,0.645202696,2.6365,0.34,2.674581289,-,kegg:hypothetical_protein_uniprot:A0A2G4F2P1_9CYAN_WGR_domain-containing_protein_(TrEMBL)_pfam:HEAT_2,Prok_bin38_NODE_1_length_578411_cov_89.4683_351,Prok_bin38
64-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.7557,1.045,0.788963974,1.0224,0.8078,0.993417323,1.18,1.2644,0.665753722,1.4845,0.9435,2.123254061,0.9589,1.1761,0.730629086,0.8798,0.7258,1.159989357,-,kegg:Hemolysin-type_calcium-binding_region_uniprot:F5UEE2_9CYAN_Hemolysin-type_calcium-binding_region_(TrEMBL)_pfam:HemolysinCabind,Prok_bin38_NODE_1_length_578411_cov_89.4683_71,Prok_bin38
65-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.495,1.3308,0,1.1667,0.8736,0,0.914,0.4617,0,1.5052,0.761,0,1.1191,0.6628,0,0.9714,1.2603,0,-,kegg:RNP-1_like_RNA-binding_protein_uniprot:F5UMJ8_9CYAN_RNP-1_like_RNA-binding_protein_(TrEMBL)_pfam:RRM_1,Prok_bin38_NODE_10_length_264985_cov_84.9529_136,Prok_bin38
66-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,1.0172,1.0879,1.027671099,1.8282,1.0053,1.052544236,1.358,0.9807,0.715214491,2.0203,0.7099,1.072932839,1.2702,0.9952,0.918569922,1.4254,0.8149,1.11359632,-,kegg:Elongation_factor_Ts_uniprot:K9VNH5_9CYAN_Elongation_factor_Ts_(TrEMBL)_pfam:EF_TS,Prok_bin38_NODE_10_length_264985_cov_84.9529_145,Prok_bin38
67-Prok_bin38-ribosomal-protein,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.64,0.7256,0,1.6179,0.8487,0,1.0574,0.7563,0,1.0656,1.0667,0,1.1523,0.7843,0,0.9993,0.6897,0,ribosomal-protein,kegg:SSU_ribosomal_protein_S2P_uniprot:F5UMK6_9CYAN_30S_ribosomal_protein_S2_(TrEMBL)_pfam:Ribosomal_S2,Prok_bin38_NODE_10_length_264985_cov_84.9529_147,Prok_bin38
68-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.3996,1.1337,0.886312306,1.7882,0.7789,1.044234276,0.9391,0.8862,0.562968194,1.5793,0.7873,1.57580924,1.0718,1.0408,0.739756286,3.292,1.9938,4.845264435,-,kegg:adenosylhomocysteinase_uniprot:A0A2G4F382_9CYAN_Adenosylhomocysteinase_(TrEMBL)_pfam:2-Hacid_dh_C,Prok_bin38_NODE_10_length_264985_cov_84.9529_42,Prok_bin38
69-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.7528,0.9803,0,0.7539,0.5353,0,1.0239,0.7556,0,1.2763,0.4203,0,0.7671,1.0762,0,0.5214,0.4066,0,-,kegg:Manganese/iron_superoxide_dismutase_uniprot:K9VNW9_9CYAN_Superoxide_dismutase_(TrEMBL)_pfam:Sod_Fe_C,Prok_bin38_NODE_105_length_116215_cov_86.1423_42,Prok_bin38
70-Prok_bin38-P-transport,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.7744,1.3326,0.753836393,1.0027,0.9064,0.914863348,0.717,1.128,0.567965686,1.3051,0.8059,1.574348927,0.8225,1.5555,0.855166256,1.3478,1.3547,1.252901435,P-transport,kegg:phosphate_ABC_transporter_substrate-binding_protein_PhoT_family_uniprot:F5UNK2_9CYAN_Phosphate-binding_protein_(TrEMBL)_pfam:DUF4179,Prok_bin38_NODE_116_length_111617_cov_97.6553_36,Prok_bin38
71-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.8132,0.2862,0.982535422,0.9054,0.4293,0.957384765,1.335,0.584,0.476427406,1.6213,0.2352,1.532307863,0.9466,0.7184,0.793292761,1.1666,0.3478,1.166596055,-,kegg:Glutamine--scyllo-inositol_transaminase_uniprot:K9VRD9_9CYAN_Glutamine--scyllo-inositol_transaminase_(TrEMBL)_pfam:Aminotran_1_2,Prok_bin38_NODE_12_length_248574_cov_83.9225_79,Prok_bin38
72-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.7648,1.1256,0.746245921,0.8627,0.8052,1.003558278,0.9753,1.2111,0.700205147,1.4077,0.9873,1.571101427,0.8781,1.4113,0.551139414,0.8605,0.6271,0.753757775,-,kegg:phosphoglycerate_kinase_uniprot:F5UI11_9CYAN_Phosphoglycerate_kinase_(TrEMBL)_pfam:PGK,Prok_bin38_NODE_150_length_99820_cov_84.4271_72,Prok_bin38
73-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,1.0581,2.1551,0,1.3757,2.4106,0,0.691,1.46,0,1.728,1.1807,0,1.1203,1.4871,0,3.9096,2.0162,0,-,kegg:carbonic_anhydrase_uniprot:F5UHT3_9CYAN_Carbonic_anhydrase_(TrEMBL)_pfam:Pro_CA,Prok_bin38_NODE_150_length_99820_cov_84.4271_77,Prok_bin38
74-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.5933,0.542,0.706373692,0.7716,0.6869,0.953056037,1.2543,0.8263,0.675515592,1.1457,1.1137,1.670405388,0.7844,0.6589,0.958845198,0.4932,0.7626,1.035267472,-,kegg:ribulose_1_5-bisphosphate_carboxylase_small_subunit_uniprot:F5UGD5_9CYAN_Ribulose-bisphosphate_carboxylase_(TrEMBL)_pfam:RuBisCO_small,Prok_bin38_NODE_152_length_98641_cov_83.7304_2,Prok_bin38
75-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.561,0.8484,0.623890638,0.7259,0.6823,0.819371402,1.1447,1.2754,0.456489146,1.4339,0.7244,2.186377764,0.7701,1.2761,0.630923569,0.6441,0.4833,0.814721823,-,kegg:acyA_subtilisin-like_protease_AcyA_uniprot:B8Y0M0_9NOST_Anacyclamide_synthesis_protein_AcyA_(TrEMBL)_pfam:Peptidase_S8,Prok_bin38_NODE_2_length_424772_cov_91.654_136,Prok_bin38
76-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.7802,0.7409,0,1.8878,1.0178,0,1.0718,1.5631,0,1.3808,0.7542,0,1.3887,1.1913,0,2.9808,0.4156,0,-,kegg:Hemolysin-type_calcium-binding_region_uniprot:K9VFD7_9CYAN_Hemolysin-type_calcium-binding_region_(TrEMBL)_pfam:DUF4225,Prok_bin38_NODE_2_length_424772_cov_91.654_162,Prok_bin38
77-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.6866,1.8962,1.222566009,1.0975,1.1928,1.18216753,0.2422,0.7001,0.820429981,3.5434,0.7093,0.602501512,1.3288,0.5381,0.885389328,3.4461,3.3857,3.183855057,-,kegg:ThiJ/PfpI_domain-containing_protein_uniprot:K9VED9_9CYAN_ThiJ/PfpI_domain-containing_protein_(TrEMBL)_pfam:DJ-1_PfpI,Prok_bin38_NODE_2_length_424772_cov_91.654_182,Prok_bin38
78-Prok_bin38-photosystem,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.7111,0.8514,0.752849877,1.139,0.7389,0.860771656,1.0767,0.9863,0.530593574,1.5023,0.7404,1.572593331,0.9314,1.0155,0.673685431,1.5322,0.7265,1.156615973,photosystem,kegg:phycobilisome_core-membrane_linker_protein_uniprot:K9VFL6_9CYAN_Phycobilisome_core-membrane_linker_protein_(TrEMBL)_pfam:DUF5343,Prok_bin38_NODE_2_length_424772_cov_91.654_184,Prok_bin38
79-Prok_bin38-ATP-synthase,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.5614,0.8966,0.757776737,1.1216,0.7615,0.899675727,1.2064,1.0793,0.568594098,1.5373,0.7592,1.159083843,1.0551,1.0532,0.768671751,0.7855,0.7005,0.955408633,ATP-synthase,kegg:ATP_synthase_F0_subcomplex_B'_subunit_uniprot:F5UCR0_9CYAN_ATP_synthase_subunit_b'_(TrEMBL)_pfam:AAA_23,Prok_bin38_NODE_2_length_424772_cov_91.654_195,Prok_bin38
80-Prok_bin38-ATP-synthase,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,1.1122,1.3553,1.194078565,2.1834,1.1166,1.006551504,1.0896,0.9273,0.687017441,1.6743,0.8261,0.751923859,1.3847,1.0356,0.845478058,1.4856,0.6971,1.733892083,ATP-synthase,kegg:ATP_synthase_subunit_b_uniprot:F5UCR1_9CYAN_ATP_synthase_subunit_b_(TrEMBL)_pfam:APG6,Prok_bin38_NODE_2_length_424772_cov_91.654_196,Prok_bin38
81-Prok_bin38-ATP-synthase,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.8831,1.01,0.733822227,1.091,0.8302,0.85598594,1.7771,1.0661,0.499637365,1.8595,0.6767,1.800997138,1.0521,1.0294,0.678839743,1.4285,0.7875,1.185793042,ATP-synthase,kegg:ATP_synthase_F1_subcomplex_delta_subunit_uniprot:F5UCR2_9CYAN_ATP_synthase_subunit_delta_(TrEMBL)_pfam:3A,Prok_bin38_NODE_2_length_424772_cov_91.654_197,Prok_bin38
82-Prok_bin38-ATP-synthase,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.5847,1.21,0.891261876,0.9202,0.807,1.073758483,1.2376,1.0825,0.665931523,1.628,0.7034,1.717008114,0.6943,1.0776,0.875778556,0.7684,0.7186,1.132402658,ATP-synthase,kegg:ATP_synthase_F1_subcomplex_gamma_subunit_uniprot:F5UCR4_9CYAN_ATP_synthase_gamma_chain_(TrEMBL)_pfam:ATP-synt,Prok_bin38_NODE_2_length_424772_cov_91.654_199,Prok_bin38
83-Prok_bin38--,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.5295,0.9979,0.612103462,0.6158,0.9322,0.767372489,1.1694,1.3661,0.512600839,1.5307,0.8581,2.467946053,0.6908,1.4591,0.623932421,0.5095,0.596,0.630771458,-,kegg:SH3_type_3_domain_protein_uniprot:K9VEB6_9CYAN_SH3_type_3_domain_protein_(TrEMBL)_pfam:SH3_3,Prok_bin38_NODE_2_length_424772_cov_91.654_288,Prok_bin38
84-Prok_bin38-photosystem,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.3359,0.7304,0.490827531,0.4193,0.4601,0.589011133,1.1607,1.1789,0.259959877,1.2751,0.4627,2.086835861,0.5932,1.3065,0.404880762,0.2279,0.2754,0.329380035,photosystem,kegg:phycocyanin_beta_subunit_uniprot:K9VE97_9CYAN_Phycocyanin_beta_subunit_(TrEMBL)_pfam:Phycobilisome,Prok_bin38_NODE_2_length_424772_cov_91.654_332,Prok_bin38
85-Prok_bin38-photosystem,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,0.5296,0.9841,0.568940938,0.853,0.7514,0.863420069,1.1492,1.1164,0.434402049,1.2848,0.727,1.504927516,0.899,1.2452,0.618546069,0.737,0.6723,0.888007343,photosystem,kegg:phycocyanin_alpha_subunit_uniprot:F5UAR4_9CYAN_Phycocyanin_alpha_subunit_(TrEMBL)_pfam:Phycobilisome,Prok_bin38_NODE_2_length_424772_cov_91.654_333,Prok_bin38
86-Prok_bin38-photosystem,19.42639885,8.840883866,1.948140209,2.096004829,2.338213369,11.92898209,73.13253158,105.6724506,4.396672512,15.44982765,5.371540627,22.59812766,15.20904325,42.96551956,9.990125861,1.3519,0.8268,0.92178756,1.2399,0.6098,1.135003924,1.5797,1.2883,0.668162942,1.0152,0.6932,1.529910922,1.4766,1.016,1.002045512,1.251,0.3052,0.929117322,photosystem,kegg:photosystem_II_protein_PsbQ_uniprot:K9VG19_9CYAN_Photosystem_II_protein_PsbQ_(TrEMBL)_pfam:PsbQ,Prok_bin38_NODE_2_length_424772_cov_91.654_358,Prok_bin38
